0.000000000000000000e+00,8.737499999999998579e+01,7.105146129945288935e-01
9.990000000000000000e+02,8.728476481711500412e+01,7.549613429741173221e-01
1.999000000000000000e+03,8.731889151239599300e+01,7.941916582306410843e-01
2.999000000000000000e+03,8.735323746230713482e+01,8.288321977862025403e-01
3.999000000000000000e+03,8.738781202558050154e+01,8.594767274303003468e-01
4.999000000000000000e+03,8.742261581632503464e+01,8.867174942407322069e-01
5.999000000000000000e+03,8.745764672385679717e+01,9.110612941086271288e-01
6.999000000000000000e+03,8.749290187211904879e+01,9.329425537251804235e-01
7.999000000000000000e+03,8.752837803206269029e+01,9.527120436419008742e-01
8.999000000000000000e+03,8.756407181728602040e+01,9.706517942831732748e-01
9.999000000000000000e+03,8.760705368836349294e+01,9.869942505065711913e-01
1.099900000000000000e+04,8.765103132528449237e+01,1.001929768851964386e+00
1.199900000000000000e+04,8.769514800144543187e+01,1.015621593785067445e+00
1.299900000000000000e+04,8.773940202700885038e+01,1.028208951247819636e+00
1.399900000000000000e+04,8.778379164035412430e+01,1.039807016978870902e+00
1.499900000000000000e+04,8.782831510338911585e+01,1.050516858942807330e+00
1.599900000000000000e+04,8.787297072554952138e+01,1.060432542301998016e+00
1.699900000000000000e+04,8.791775687030748543e+01,1.069635723563596486e+00
1.799900000000000000e+04,8.796267195609462419e+01,1.078191036783370693e+00
1.899900000000000000e+04,8.800769962725271967e+01,1.086160218068304539e+00
1.999900000000000000e+04,8.805544201807958871e+01,1.093591550073198970e+00
2.099900000000000000e+04,8.810325824762566072e+01,1.100522086443760816e+00
2.199900000000000000e+04,8.814703523370441474e+01,1.106978751786059645e+00
2.299900000000000000e+04,8.819508218395493770e+01,1.112988092419600727e+00
2.399900000000000000e+04,8.824321956018766855e+01,1.118582461372256809e+00
2.499900000000000000e+04,8.829144652346151645e+01,1.123800498637814727e+00
2.599900000000000000e+04,8.833976227634700251e+01,1.128675408101908140e+00
2.699900000000000000e+04,8.838816603464127297e+01,1.133231455517667907e+00
2.799900000000000000e+04,8.843665698625792970e+01,1.137494024166114448e+00
2.899900000000000000e+04,8.848523430183318794e+01,1.141487517012587993e+00
2.999900000000000000e+04,8.853389714442879210e+01,1.145234587481871458e+00
3.099900000000000000e+04,8.858264467442550938e+01,1.148751557945983937e+00
3.199900000000000000e+04,8.863147605180799360e+01,1.152054142126126113e+00
3.299900000000000000e+04,8.868039043714210834e+01,1.155158354570051671e+00
3.399900000000000000e+04,8.872938699189958811e+01,1.158079575055384280e+00
3.499900000000000000e+04,8.877846487847322976e+01,1.160835005598714442e+00
3.599900000000000000e+04,8.882762326000239739e+01,1.163432793459239223e+00
3.699900000000000000e+04,8.887686130010349927e+01,1.165870900134964083e+00
3.799900000000000000e+04,8.892617816291253519e+01,1.168153164737664174e+00
3.899900000000000000e+04,8.897557301370423488e+01,1.170294645198668437e+00
3.999900000000000000e+04,8.902504501891526445e+01,1.172302621390806987e+00
4.099900000000000000e+04,8.907459334538199869e+01,1.174178462989629468e+00
4.199900000000000000e+04,8.912421715947789380e+01,1.175928635771138042e+00
4.299900000000000000e+04,8.917391562648261072e+01,1.177563241389408377e+00
4.399900000000000000e+04,8.922368791021696666e+01,1.179085966597750668e+00
4.499900000000000000e+04,8.927353317286582524e+01,1.180502030570905969e+00
4.599900000000000000e+04,8.932345057491004070e+01,1.181820712344661573e+00
4.699900000000000000e+04,8.937343927512510788e+01,1.183049274610676216e+00
4.799900000000000000e+04,8.942349843063527715e+01,1.184193786258887826e+00
4.899900000000000000e+04,8.947362719696663191e+01,1.185256291417080554e+00
4.999900000000000000e+04,8.952382472809543401e+01,1.186240692652308804e+00
5.099900000000000000e+04,8.957409017654156003e+01,1.187151977609899989e+00
5.199900000000000000e+04,8.962442269350140123e+01,1.187993849107286115e+00
5.299900000000000000e+04,8.967482142899932285e+01,1.188774193394912970e+00
5.399900000000000000e+04,8.972528553204634250e+01,1.189497791787926140e+00
5.499900000000000000e+04,8.977581415080241811e+01,1.190166042017132275e+00
5.599900000000000000e+04,8.982640643275074410e+01,1.190780842930741601e+00
5.699900000000000000e+04,8.987706152489488431e+01,1.191353460623481242e+00
5.799900000000000000e+04,8.992777857398769470e+01,1.191886453784402722e+00
5.899900000000000000e+04,8.997855672679450834e+01,1.192380955848347579e+00
5.999900000000000000e+04,9.002939513040077202e+01,1.192842700749831453e+00
6.099900000000000000e+04,9.008029293256544179e+01,1.193275695429307781e+00
6.199900000000000000e+04,9.013124928212508280e+01,1.193685292033638712e+00
6.299900000000000000e+04,9.018226332945548052e+01,1.194078110208025789e+00
6.399900000000000000e+04,9.023333422740590493e+01,1.194456388996439244e+00
6.499900000000000000e+04,9.028446113228373804e+01,1.194821938057114341e+00
6.599900000000000000e+04,9.033564320296434857e+01,1.195176069947585962e+00
6.699900000000000000e+04,9.038687960215641226e+01,1.195518785041255416e+00
6.799900000000000000e+04,9.043816949744991973e+01,1.195842132749563191e+00
6.899900000000000000e+04,9.048951206238282907e+01,1.196147209171593229e+00
6.999900000000000000e+04,9.054090647769868383e+01,1.196441077928388053e+00
7.099900000000000000e+04,9.059235193279049270e+01,1.196731200410161122e+00
7.199900000000000000e+04,9.064384762735326717e+01,1.197015388153580107e+00
7.299900000000000000e+04,9.069539277316485482e+01,1.197300644381881218e+00
7.399900000000000000e+04,9.074698659604935358e+01,1.197589203222020116e+00
7.499900000000000000e+04,9.079862833818407353e+01,1.197884023560833677e+00
7.599900000000000000e+04,9.085031726094690896e+01,1.198191657882840433e+00
7.699900000000000000e+04,9.090205264852464495e+01,1.198506982610794358e+00
7.799900000000000000e+04,9.095383381252457866e+01,1.198832205024084718e+00
7.899900000000000000e+04,9.100566009800274969e+01,1.199166385440078475e+00
7.999900000000000000e+04,9.105753089060857519e+01,1.199506665285957840e+00
8.099900000000000000e+04,9.110944562044974759e+01,1.199858766942205168e+00
8.199900000000000000e+04,9.116140376189522954e+01,1.200225071468470350e+00
8.299900000000000000e+04,9.121340484213860123e+01,1.200613468902635317e+00
8.399900000000000000e+04,9.126544846960598534e+01,1.201052988227037766e+00
8.499900000000000000e+04,9.131753437828292874e+01,1.201571588521434419e+00
8.599900000000000000e+04,9.136966248359900078e+01,1.202186874756278279e+00
8.699900000000000000e+04,9.142183294294420648e+01,1.202896596221847636e+00
8.799900000000000000e+04,9.147404613984228661e+01,1.203695232516667657e+00
8.899900000000000000e+04,9.152284357221478217e+01,1.204568707956509943e+00
8.999900000000000000e+04,9.156418940386733141e+01,1.205502379689684433e+00
9.099900000000000000e+04,9.161654080371236830e+01,1.206465461264198957e+00
9.199900000000000000e+04,9.166891922927067071e+01,1.207421657596665865e+00
9.299900000000000000e+04,9.172132435427629105e+01,1.208355166362794275e+00
9.399900000000000000e+04,9.177375585447546769e+01,1.209255486225585319e+00
9.499900000000000000e+04,9.182621341813697313e+01,1.210110682273468852e+00
9.599900000000000000e+04,9.187869672650646180e+01,1.210899823398987607e+00
9.699900000000000000e+04,9.193120540417531572e+01,1.211607694832059101e+00
9.799900000000000000e+04,9.198373906497560881e+01,1.212246154228098227e+00
9.899900000000000000e+04,9.203629735713488458e+01,1.212843885786548004e+00
9.999900000000000000e+04,9.208887996250648200e+01,1.213441744492241625e+00
1.009990000000000000e+05,9.214148656204002918e+01,1.214048265609079413e+00
1.019990000000000000e+05,9.219411661035009331e+01,1.214602633451380864e+00
1.029990000000000000e+05,9.224676913150311464e+01,1.215045919591765555e+00
1.039990000000000000e+05,9.229944316449164887e+01,1.215378319536469798e+00
1.049990000000000000e+05,9.235213794315062330e+01,1.215623715747131905e+00
